Year, Month, Monthly_MSL, Unverified, Linear_Trend, High_Conf., Low_Conf.
1958,7,-0.064,,-0.096,-0.092,-0.1
1958,8,-0.078,,-0.096,-0.092,-0.1
1958,9,-0.062,,-0.096,-0.091,-0.1
1958,10,-0.009,,-0.095,-0.091,-0.1
1958,11,-0.13,,-0.095,-0.091,-0.099
1958,12,-0.152,,-0.095,-0.091,-0.099
1959,1,-0.158,,-0.095,-0.091,-0.099
1959,2,-0.183,,-0.095,-0.09,-0.099
1959,3,-0.133,,-0.094,-0.09,-0.098
1959,4,-0.066,,-0.094,-0.09,-0.098
1959,5,-0.212,,-0.094,-0.09,-0.098
1959,6,-0.121,,-0.094,-0.089,-0.098
1959,7,-0.144,,-0.093,-0.089,-0.098
1959,8,-0.118,,-0.093,-0.089,-0.097
1959,9,-0.117,,-0.093,-0.089,-0.097
1959,10,-0.061,,-0.093,-0.088,-0.097
1959,11,-0.115,,-0.092,-0.088,-0.097
1959,12,-0.018,,-0.092,-0.088,-0.096
1960,1,0.019,,-0.092,-0.088,-0.096
1960,2,-0.064,,-0.092,-0.087,-0.096
1960,3,-0.072,,-0.091,-0.087,-0.096
1960,4,-0.09,,-0.091,-0.087,-0.095
1960,5,-0.068,,-0.091,-0.087,-0.095
1960,6,-0.036,,-0.091,-0.086,-0.095
1960,7,-0.073,,-0.09,-0.086,-0.095
1960,8,-0.045,,-0.09,-0.086,-0.094
1960,9,-0.013,,-0.09,-0.086,-0.094
1960,10,-0.055,,-0.09,-0.085,-0.094
1960,11,-0.1,,-0.089,-0.085,-0.094
1960,12,-0.146,,-0.089,-0.085,-0.094
1961,1,-0.118,,-0.089,-0.085,-0.093
1961,2,0.009,,-0.089,-0.084,-0.093
1961,3,0.011,,-0.089,-0.084,-0.093
1961,4,-0.023,,-0.088,-0.084,-0.093
1961,5,-0.084,,-0.088,-0.084,-0.092
1961,6,-0.127,,-0.088,-0.084,-0.092
1961,7,-0.07,,-0.088,-0.083,-0.092
1961,8,-0.185,,-0.087,-0.083,-0.092
1961,9,-0.098,,-0.087,-0.083,-0.091
1961,10,-0.116,,-0.087,-0.083,-0.091
1961,11,-0.16,,-0.087,-0.082,-0.091
1961,12,-0.1,,-0.086,-0.082,-0.091
1962,1,-0.182,,-0.086,-0.082,-0.09
1962,2,0.009,,-0.086,-0.082,-0.09
1962,3,0.129,,-0.086,-0.081,-0.09
1962,4,-0.109,,-0.085,-0.081,-0.09
1962,5,-0.05,,-0.085,-0.081,-0.09
1962,6,-0.045,,-0.085,-0.081,-0.089
1962,7,-0.034,,-0.085,-0.08,-0.089
1962,8,-0.069,,-0.084,-0.08,-0.089
1962,9,-0.089,,-0.084,-0.08,-0.089
1962,10,-0.079,,-0.084,-0.08,-0.088
1962,11,-0.02,,-0.084,-0.079,-0.088
1962,12,-0.088,,-0.084,-0.079,-0.088
1963,1,0.001,,-0.083,-0.079,-0.088
1963,2,-0.223,,-0.083,-0.079,-0.087
1963,3,-0.093,,-0.083,-0.078,-0.087
1963,4,-0.127,,-0.083,-0.078,-0.087
1963,5,-0.175,,-0.082,-0.078,-0.087
1963,6,-0.115,,-0.082,-0.078,-0.086
1963,7,-0.089,,-0.082,-0.077,-0.086
1963,8,-0.124,,-0.082,-0.077,-0.086
1963,9,-0.135,,-0.081,-0.077,-0.086
1963,10,-0.146,,-0.081,-0.077,-0.085
1963,11,-0.057,,-0.081,-0.077,-0.085
1963,12,-0.174,,-0.081,-0.076,-0.085
1964,1,-0.103,,-0.08,-0.076,-0.085
1964,2,-0.116,,-0.08,-0.076,-0.085
1964,3,-0.066,,-0.08,-0.076,-0.084
1964,4,-0.154,,-0.08,-0.075,-0.084
1964,5,-0.111,,-0.079,-0.075,-0.084
1964,6,-0.149,,-0.079,-0.075,-0.084
1964,7,-0.067,,-0.079,-0.075,-0.083
1964,8,-0.081,,-0.079,-0.074,-0.083
1964,9,-0.044,,-0.078,-0.074,-0.083
1964,10,-0.052,,-0.078,-0.074,-0.083
1964,11,0.004,,-0.078,-0.074,-0.082
1964,12,-0.088,,-0.078,-0.073,-0.082
1965,1,-0.021,,-0.078,-0.073,-0.082
1965,2,-0.074,,-0.077,-0.073,-0.082
1965,3,-0.096,,-0.077,-0.073,-0.081
1965,4,-0.072,,-0.077,-0.072,-0.081
1965,5,-0.111,,-0.077,-0.072,-0.081
1965,6,-0.078,,-0.076,-0.072,-0.081
1965,7,-0.064,,-0.076,-0.072,-0.081
1965,8,-0.136,,-0.076,-0.071,-0.08
1965,9,-0.092,,-0.076,-0.071,-0.08
1965,10,-0.11,,-0.075,-0.071,-0.08
1965,11,-0.078,,-0.075,-0.071,-0.08
1965,12,-0.021,,-0.075,-0.07,-0.079
1966,1,-0.136,,-0.075,-0.07,-0.079
1966,2,-0.101,,-0.074,-0.07,-0.079
1966,3,-0.09,,-0.074,-0.07,-0.079
1966,4,-0.09,,-0.074,-0.069,-0.078
1966,5,-0.136,,-0.074,-0.069,-0.078
1966,6,-0.115,,-0.073,-0.069,-0.078
1966,7,-0.079,,-0.073,-0.069,-0.078
1966,8,-0.084,,-0.073,-0.069,-0.077
1966,9,-0.016,,-0.073,-0.068,-0.077
1966,10,-0.146,,-0.073,-0.068,-0.077
1966,11,-0.005,,-0.072,-0.068,-0.077
1966,12,-0.046,,-0.072,-0.068,-0.077
1967,1,0.007,,-0.072,-0.067,-0.076
1967,2,-0.043,,-0.072,-0.067,-0.076
1967,3,0.004,,-0.071,-0.067,-0.076
1967,4,0.01,,-0.071,-0.067,-0.076
1967,5,-0.014,,-0.071,-0.066,-0.075
1967,6,-0.036,,-0.071,-0.066,-0.075
1967,7,-0.019,,-0.07,-0.066,-0.075
1967,8,-0.057,,-0.07,-0.066,-0.075
1967,9,-0.074,,-0.07,-0.065,-0.074
1967,10,-0.137,,-0.07,-0.065,-0.074
1967,11,-0.139,,-0.069,-0.065,-0.074
1967,12,0.009,,-0.069,-0.065,-0.074
1968,1,-0.094,,-0.069,-0.064,-0.073
1968,2,-0.092,,-0.069,-0.064,-0.073
1968,3,-0.084,,-0.068,-0.064,-0.073
1968,4,-0.093,,-0.068,-0.064,-0.073
1968,5,-0.047,,-0.068,-0.063,-0.073
1968,6,-0.024,,-0.068,-0.063,-0.072
1968,7,-0.079,,-0.068,-0.063,-0.072
1968,8,-0.093,,-0.067,-0.063,-0.072
1968,9,-0.074,,-0.067,-0.062,-0.072
1968,10,-0.134,,-0.067,-0.062,-0.071
1968,11,-0.032,,-0.067,-0.062,-0.071
1968,12,-0.204,,-0.066,-0.062,-0.071
1969,1,-0.127,,-0.066,-0.062,-0.071
1969,2,0.006,,-0.066,-0.061,-0.07
1969,3,-0.054,,-0.066,-0.061,-0.07
1969,4,-0.102,,-0.065,-0.061,-0.07
1969,5,-0.108,,-0.065,-0.061,-0.07
1969,6,-0.042,,-0.065,-0.06,-0.069
1969,7,-0.015,,-0.065,-0.06,-0.069
1969,8,-0.06,,-0.064,-0.06,-0.069
1969,9,-0.044,,-0.064,-0.06,-0.069
1969,10,-0.043,,-0.064,-0.059,-0.069
1969,11,0.038,,-0.064,-0.059,-0.068
1969,12,0.037,,-0.063,-0.059,-0.068
1970,1,-0.06,,-0.063,-0.059,-0.068
1970,2,-0.046,,-0.063,-0.058,-0.068
1970,3,-0.081,,-0.063,-0.058,-0.067
1970,4,-0.048,,-0.062,-0.058,-0.067
1970,5,-0.114,,-0.062,-0.058,-0.067
1970,6,-0.075,,-0.062,-0.057,-0.067
1970,7,-0.083,,-0.062,-0.057,-0.066
1970,8,-0.048,,-0.062,-0.057,-0.066
1970,9,-0.083,,-0.061,-0.057,-0.066
1970,10,-0.034,,-0.061,-0.056,-0.066
1970,11,0.065,,-0.061,-0.056,-0.065
1970,12,0.018,,-0.061,-0.056,-0.065
1971,1,-0.079,,-0.06,-0.056,-0.065
1971,2,-0.043,,-0.06,-0.055,-0.065
1971,3,-0.087,,-0.06,-0.055,-0.065
1971,4,-0.069,,-0.06,-0.055,-0.064
1971,5,-0.038,,-0.059,-0.055,-0.064
1971,6,-0.039,,-0.059,-0.054,-0.064
1971,7,-0.083,,-0.059,-0.054,-0.064
1971,8,-0.103,,-0.059,-0.054,-0.063
1971,9,-0.034,,-0.058,-0.054,-0.063
1971,10,0.052,,-0.058,-0.053,-0.063
1971,11,0.022,,-0.058,-0.053,-0.063
1971,12,-0.073,,-0.058,-0.053,-0.062
1972,1,-0.088,,-0.057,-0.053,-0.062
1972,2,-0.061,,-0.057,-0.053,-0.062
1972,3,-0.023,,-0.057,-0.052,-0.062
1972,4,-0.038,,-0.057,-0.052,-0.061
1972,5,0.005,,-0.057,-0.052,-0.061
1972,6,-0.005,,-0.056,-0.052,-0.061
1972,7,-0.04,,-0.056,-0.051,-0.061
1972,8,-0.054,,-0.056,-0.051,-0.061
1972,9,-0.007,,-0.056,-0.051,-0.06
1972,10,-0.061,,-0.055,-0.051,-0.06
1972,11,0.102,,-0.055,-0.05,-0.06
1972,12,0.052,,-0.055,-0.05,-0.06
1973,1,0.001,,-0.055,-0.05,-0.059
1973,2,0.058,,-0.054,-0.05,-0.059
1973,3,0.087,,-0.054,-0.049,-0.059
1973,4,0.004,,-0.054,-0.049,-0.059
1973,5,-0.008,,-0.054,-0.049,-0.058
1973,6,-0.051,,-0.053,-0.049,-0.058
1973,7,-0.028,,-0.053,-0.048,-0.058
1973,8,-0.051,,-0.053,-0.048,-0.058
1973,9,-0.062,,-0.053,-0.048,-0.057
1973,10,-0.064,,-0.052,-0.048,-0.057
1973,11,-0.151,,-0.052,-0.047,-0.057
1973,12,-0.036,,-0.052,-0.047,-0.057
1974,1,0.013,,-0.052,-0.047,-0.057
1974,2,-0.028,,-0.051,-0.047,-0.056
1974,3,-0.078,,-0.051,-0.046,-0.056
1974,4,-0.112,,-0.051,-0.046,-0.056
1974,5,-0.056,,-0.051,-0.046,-0.056
1974,6,-0.011,,-0.051,-0.046,-0.055
1974,7,-0.04,,-0.05,-0.045,-0.055
1974,8,-0.09,,-0.05,-0.045,-0.055
1974,9,-0.053,,-0.05,-0.045,-0.055
1974,10,-0.159,,-0.05,-0.045,-0.054
1974,11,-0.075,,-0.049,-0.045,-0.054
1974,12,0.003,,-0.049,-0.044,-0.054
1975,1,-0.069,,-0.049,-0.044,-0.054
1975,2,-0.04,,-0.049,-0.044,-0.053
1975,3,-0.072,,-0.048,-0.044,-0.053
1975,4,-0.121,,-0.048,-0.043,-0.053
1975,5,-0.053,,-0.048,-0.043,-0.053
1975,6,-0.057,,-0.048,-0.043,-0.053
1975,7,-0.061,,-0.047,-0.043,-0.052
1975,8,-0.063,,-0.047,-0.042,-0.052
1975,9,-0.071,,-0.047,-0.042,-0.052
1975,10,0.021,,-0.047,-0.042,-0.052
1975,11,-0.008,,-0.046,-0.042,-0.051
1975,12,0.025,,-0.046,-0.041,-0.051
1976,1,-0.063,,-0.046,-0.041,-0.051
1976,2,-0.11,,-0.046,-0.041,-0.051
1976,3,-0.05,,-0.046,-0.041,-0.05
1976,4,-0.102,,-0.045,-0.04,-0.05
1976,5,-0.133,,-0.045,-0.04,-0.05
1976,6,-0.094,,-0.045,-0.04,-0.05
1976,7,-0.037,,-0.045,-0.04,-0.049
1976,8,-0.066,,-0.044,-0.039,-0.049
1976,9,-0.086,,-0.044,-0.039,-0.049
1976,10,-0.079,,-0.044,-0.039,-0.049
1976,11,-0.209,,-0.044,-0.039,-0.049
1976,12,-0.235,,-0.043,-0.038,-0.048
1977,1,-0.213,,-0.043,-0.038,-0.048
1977,2,-0.186,,-0.043,-0.038,-0.048
1977,3,-0.139,,-0.043,-0.038,-0.048
1977,4,-0.188,,-0.042,-0.037,-0.047
1977,5,-0.12,,-0.042,-0.037,-0.047
1977,6,-0.069,,-0.042,-0.037,-0.047
1977,7,-0.079,,-0.042,-0.037,-0.047
1977,8,-0.072,,-0.041,-0.036,-0.046
1977,9,0.024,,-0.041,-0.036,-0.046
1977,10,0.003,,-0.041,-0.036,-0.046
1977,11,0.044,,-0.041,-0.036,-0.046
1977,12,0.055,,-0.041,-0.036,-0.045
1978,1,-0.033,,-0.04,-0.035,-0.045
1978,2,0.143,,-0.04,-0.035,-0.045
1978,3,-0.017,,-0.04,-0.035,-0.045
1978,4,-0.002,,-0.04,-0.035,-0.045
1978,5,0.005,,-0.039,-0.034,-0.044
1978,6,-0.063,,-0.039,-0.034,-0.044
1978,7,-0.019,,-0.039,-0.034,-0.044
1978,8,-0.017,,-0.039,-0.034,-0.044
1978,9,0.014,,-0.038,-0.033,-0.043
1978,10,-0.043,,-0.038,-0.033,-0.043
1978,11,0.032,,-0.038,-0.033,-0.043
1978,12,-0.091,,-0.038,-0.033,-0.043
1979,1,0.028,,-0.037,-0.032,-0.042
1979,2,-0.046,,-0.037,-0.032,-0.042
1979,3,-0.05,,-0.037,-0.032,-0.042
1979,4,-0.032,,-0.037,-0.032,-0.042
1979,5,-0.053,,-0.036,-0.031,-0.042
1979,6,-0.072,,-0.036,-0.031,-0.041
1979,7,-0.061,,-0.036,-0.031,-0.041
1979,8,-0.042,,-0.036,-0.031,-0.041
1979,9,-0.065,,-0.035,-0.03,-0.041
1979,10,-0.092,,-0.035,-0.03,-0.04
1979,11,-0.09,,-0.035,-0.03,-0.04
1979,12,-0.113,,-0.035,-0.03,-0.04
1980,1,-0.057,,-0.035,-0.029,-0.04
1980,2,-0.052,,-0.034,-0.029,-0.039
1980,3,-0.081,,-0.034,-0.029,-0.039
1980,4,-0.011,,-0.034,-0.029,-0.039
1980,5,-0.035,,-0.034,-0.028,-0.039
1980,6,-0.1,,-0.033,-0.028,-0.038
1980,7,-0.086,,-0.033,-0.028,-0.038
1980,8,-0.066,,-0.033,-0.028,-0.038
1980,9,-0.095,,-0.033,-0.027,-0.038
1980,10,-0.113,,-0.032,-0.027,-0.038
1980,11,-0.13,,-0.032,-0.027,-0.037
1980,12,-0.18,,-0.032,-0.027,-0.037
1981,1,-0.176,,-0.032,-0.027,-0.037
1981,2,-0.098,,-0.031,-0.026,-0.037
1981,3,-0.054,,-0.031,-0.026,-0.036
1981,4,-0.182,,-0.031,-0.026,-0.036
1981,5,-0.044,,-0.031,-0.026,-0.036
1981,6,-0.066,,-0.03,-0.025,-0.036
1981,7,-0.061,,-0.03,-0.025,-0.035
1981,8,-0.054,,-0.03,-0.025,-0.035
1981,9,-0.037,,-0.03,-0.025,-0.035
1981,10,-0.11,,-0.03,-0.024,-0.035
1981,11,-0.026,,-0.029,-0.024,-0.034
1981,12,-0.027,,-0.029,-0.024,-0.034
1982,1,-0.121,,-0.029,-0.024,-0.034
1982,2,-0.058,,-0.029,-0.023,-0.034
1982,3,-0.084,,-0.028,-0.023,-0.034
1982,4,-0.2,,-0.028,-0.023,-0.033
1982,5,-0.056,,-0.028,-0.023,-0.033
1982,6,0.04,,-0.028,-0.022,-0.033
1982,7,-0.07,,-0.027,-0.022,-0.033
1982,8,-0.084,,-0.027,-0.022,-0.032
1982,9,-0.059,,-0.027,-0.022,-0.032
1982,10,0.018,,-0.027,-0.021,-0.032
1982,11,-0.109,,-0.026,-0.021,-0.032
1982,12,-0.009,,-0.026,-0.021,-0.031
1983,1,-0.005,,-0.026,-0.021,-0.031
1983,2,0.1,,-0.026,-0.02,-0.031
1983,3,0.108,,-0.025,-0.02,-0.031
1983,4,0.09,,-0.025,-0.02,-0.03
1983,5,-0.023,,-0.025,-0.02,-0.03
1983,6,-0.03,,-0.025,-0.019,-0.03
1983,7,-0.025,,-0.025,-0.019,-0.03
1983,8,-0.002,,-0.024,-0.019,-0.03
1983,9,-0.019,,-0.024,-0.019,-0.029
1983,10,0.03,,-0.024,-0.018,-0.029
1983,11,0.044,,-0.024,-0.018,-0.029
1983,12,0.012,,-0.023,-0.018,-0.029
1984,1,0.004,,-0.023,-0.018,-0.028
1984,2,0.012,,-0.023,-0.018,-0.028
1984,3,0.047,,-0.023,-0.017,-0.028
1984,4,0.12,,-0.022,-0.017,-0.028
1984,5,-0.05,,-0.022,-0.017,-0.027
1984,6,-0.011,,-0.022,-0.017,-0.027
1984,7,-0.037,,-0.022,-0.016,-0.027
1984,8,0.007,,-0.021,-0.016,-0.027
1984,9,-0.047,,-0.021,-0.016,-0.027
1984,10,0.024,,-0.021,-0.016,-0.026
1984,11,-0.017,,-0.021,-0.015,-0.026
1984,12,-0.049,,-0.02,-0.015,-0.026
1985,1,-0.088,,-0.02,-0.015,-0.026
1985,2,-0.067,,-0.02,-0.015,-0.025
1985,3,-0.093,,-0.02,-0.014,-0.025
1985,4,-0.096,,-0.019,-0.014,-0.025
1985,5,-0.041,,-0.019,-0.014,-0.025
1985,6,-0.075,,-0.019,-0.014,-0.024
1985,7,-0.052,,-0.019,-0.013,-0.024
1985,8,-0.042,,-0.019,-0.013,-0.024
1985,9,-0.04,,-0.018,-0.013,-0.024
1985,10,-0.061,,-0.018,-0.013,-0.023
1985,11,0.096,,-0.018,-0.012,-0.023
1985,12,-0.018,,-0.018,-0.012,-0.023
1986,1,-0.106,,-0.017,-0.012,-0.023
1986,2,0.048,,-0.017,-0.012,-0.023
1986,3,-0.087,,-0.017,-0.011,-0.022
1986,4,0.059,,-0.017,-0.011,-0.022
1986,5,-0.008,,-0.016,-0.011,-0.022
1986,6,-0.072,,-0.016,-0.011,-0.022
1986,7,-0.003,,-0.016,-0.01,-0.021
1986,8,-0.045,,-0.016,-0.01,-0.021
1986,9,-0.083,,-0.015,-0.01,-0.021
1986,10,-0.018,,-0.015,-0.01,-0.021
1986,11,-0.032,,-0.015,-0.009,-0.02
1986,12,0.018,,-0.015,-0.009,-0.02
1987,1,0.031,,-0.014,-0.009,-0.02
1987,2,-0.058,,-0.014,-0.009,-0.02
1987,3,0.09,,-0.014,-0.008,-0.019
1987,4,0.08,,-0.014,-0.008,-0.019
1987,5,-0.05,,-0.014,-0.008,-0.019
1987,6,-0.033,,-0.013,-0.008,-0.019
1987,7,0,,-0.013,-0.008,-0.019
1987,8,-0.008,,-0.013,-0.007,-0.018
1987,9,-0.013,,-0.013,-0.007,-0.018
1987,10,-0.07,,-0.012,-0.007,-0.018
1987,11,-0.048,,-0.012,-0.007,-0.018
1987,12,0.037,,-0.012,-0.006,-0.017
1988,1,-0.085,,-0.012,-0.006,-0.017
1988,2,-0.013,,-0.011,-0.006,-0.017
1988,3,-0.096,,-0.011,-0.006,-0.017
1988,4,0.053,,-0.011,-0.005,-0.016
1988,5,-0.029,,-0.011,-0.005,-0.016
1988,6,-0.042,,-0.01,-0.005,-0.016
1988,7,-0.083,,-0.01,-0.005,-0.016
1988,8,-0.066,,-0.01,-0.004,-0.016
1988,9,-0.095,,-0.01,-0.004,-0.015
1988,10,-0.07,,-0.009,-0.004,-0.015
1988,11,-0.09,,-0.009,-0.004,-0.015
1988,12,-0.079,,-0.009,-0.003,-0.015
1989,1,-0.051,,-0.009,-0.003,-0.014
1989,2,-0.052,,-0.008,-0.003,-0.014
1989,3,-0.05,,-0.008,-0.003,-0.014
1989,4,-0.115,,-0.008,-0.002,-0.014
1989,5,-0.026,,-0.008,-0.002,-0.013
1989,6,-0.017,,-0.008,-0.002,-0.013
1989,7,-0.034,,-0.007,-0.002,-0.013
1989,8,-0.017,,-0.007,-0.001,-0.013
1989,9,-0.037,,-0.007,-0.001,-0.012
1989,10,-0.046,,-0.007,-0.001,-0.012
1989,11,-0.087,,-0.006,-0.001,-0.012
1989,12,-0.14,,-0.006,0,-0.012
1990,1,-0.082,,-0.006,0,-0.012
1990,2,-0.037,,-0.006,0,-0.011
1990,3,-0.096,,-0.005,0,-0.011
1990,4,-0.105,,-0.005,0.001,-0.011
1990,5,-0.001,,-0.005,0.001,-0.011
1990,6,-0.051,,-0.005,0.001,-0.01
1990,7,-0.025,,-0.004,0.001,-0.01
1990,8,0.019,,-0.004,0.002,-0.01
1990,9,-0.025,,-0.004,0.002,-0.01
1990,10,-0.046,,-0.004,0.002,-0.009
1990,11,-0.057,,-0.003,0.002,-0.009
1990,12,-0.043,,-0.003,0.002,-0.009
1991,1,0.025,,-0.003,0.003,-0.009
1991,2,-0.022,,-0.003,0.003,-0.009
1991,3,0.096,,-0.003,0.003,-0.008
1991,4,-0.035,,-0.002,0.003,-0.008
1991,5,-0.053,,-0.002,0.004,-0.008
1991,6,-0.008,,-0.002,0.004,-0.008
1991,7,-0.003,,-0.002,0.004,-0.007
1991,8,-0.06,,-0.001,0.004,-0.007
1991,9,-0.068,,-0.001,0.005,-0.007
1991,10,0.009,,-0.001,0.005,-0.007
1991,11,-0.002,,-0.001,0.005,-0.006
1991,12,-0.033,,0,0.005,-0.006
1992,1,0.018,,0,0.006,-0.006
1992,2,0.054,,0,0.006,-0.006
1992,3,-0.003,,0,0.006,-0.005
1992,4,-0.004,,0.001,0.006,-0.005
1992,5,0.007,,0.001,0.007,-0.005
1992,6,0.013,,0.001,0.007,-0.005
1992,7,0.03,,0.001,0.007,-0.005
1992,8,-0.023,,0.002,0.007,-0.004
1992,9,-0.04,,0.002,0.008,-0.004
1992,10,-0.043,,0.002,0.008,-0.004
1992,11,0.004,,0.002,0.008,-0.004
1992,12,0.061,,0.002,0.008,-0.003
1993,1,0.025,,0.003,0.009,-0.003
1993,2,0.07,,0.003,0.009,-0.003
1993,3,-0.005,,0.003,0.009,-0.003
1993,4,0.117,,0.003,0.009,-0.002
1993,5,0.02,,0.004,0.01,-0.002
1993,6,-0.039,,0.004,0.01,-0.002
1993,7,0.015,,0.004,0.01,-0.002
1993,8,0.01,,0.004,0.01,-0.001
1993,9,-0.013,,0.005,0.011,-0.001
1993,10,-0.028,,0.005,0.011,-0.001
1993,11,-0.051,,0.005,0.011,-0.001
1993,12,0.076,,0.005,0.011,-0.001
1994,1,-0.098,,0.006,0.012,0
1994,2,-0.025,,0.006,0.012,0
1994,3,0.011,,0.006,0.012,0
1994,4,-0.078,,0.006,0.012,0
1994,5,0.007,,0.007,0.013,0.001
1994,6,-0.064,,0.007,0.013,0.001
1994,7,-0.031,,0.007,0.013,0.001
1994,8,-0.051,,0.007,0.013,0.001
1994,9,-0.02,,0.008,0.013,0.002
1994,10,-0.018,,0.008,0.014,0.002
1994,11,-0.102,,0.008,0.014,0.002
1994,12,0.034,,0.008,0.014,0.002
1995,1,-0.011,,0.008,0.014,0.002
1995,2,-0.087,,0.009,0.015,0.003
1995,3,0.009,,0.009,0.015,0.003
1995,4,-0.08,,0.009,0.015,0.003
1995,5,0.016,,0.009,0.015,0.003
1995,6,-0.054,,0.01,0.016,0.004
1995,7,-0.025,,0.01,0.016,0.004
1995,8,0.045,,0.01,0.016,0.004
1995,9,0.022,,0.01,0.016,0.004
1995,10,-0.01,,0.011,0.017,0.005
1995,11,0.051,,0.011,0.017,0.005
1995,12,0.005,,0.011,0.017,0.005
1996,1,0.133,,0.011,0.017,0.005
1996,2,0.028,,0.012,0.018,0.006
1996,3,-0.012,,0.012,0.018,0.006
1996,4,0.055,,0.012,0.018,0.006
1996,5,0.009,,0.012,0.018,0.006
1996,6,0.019,,0.013,0.019,0.006
1996,7,0.024,,0.013,0.019,0.007
1996,8,0.023,,0.013,0.019,0.007
1996,9,0.148,,0.013,0.019,0.007
1996,10,0.108,,0.013,0.02,0.007
1996,11,0.08,,0.014,0.02,0.008
1996,12,0.206,,0.014,0.02,0.008
1997,1,0.05,,0.014,0.02,0.008
1997,2,0.066,,0.014,0.021,0.008
1997,3,0.055,,0.015,0.021,0.009
1997,4,0.124,,0.015,0.021,0.009
1997,5,-0.011,,0.015,0.021,0.009
1997,6,0.072,,0.015,0.022,0.009
1997,7,0.016,,0.016,0.022,0.009
1997,8,0.03,,0.016,0.022,0.01
1997,9,0.012,,0.016,0.022,0.01
1997,10,0.025,,0.016,0.023,0.01
1997,11,0.086,,0.017,0.023,0.01
1997,12,0.024,,0.017,0.023,0.011
1998,1,0.177,,0.017,0.023,0.011
1998,2,0.269,,0.017,0.023,0.011
1998,3,0.076,,0.018,0.024,0.011
1998,4,0.091,,0.018,0.024,0.012
1998,5,0.127,,0.018,0.024,0.012
1998,6,0.049,,0.018,0.024,0.012
1998,7,0.039,,0.019,0.025,0.012
1998,8,0.029,,0.019,0.025,0.013
1998,9,0.03,,0.019,0.025,0.013
1998,10,-0.034,,0.019,0.025,0.013
1998,11,-0.03,,0.019,0.026,0.013
1998,12,-0.005,,0.02,0.026,0.013
1999,1,-0.003,,0.02,0.026,0.014
1999,2,0.139,,0.02,0.026,0.014
1999,3,0,,0.02,0.027,0.014
1999,4,0.029,,0.021,0.027,0.014
1999,5,0.025,,0.021,0.027,0.015
1999,6,-0.019,,0.021,0.027,0.015
1999,7,0.009,,0.021,0.028,0.015
1999,8,0.047,,0.022,0.028,0.015
1999,9,0.032,,0.022,0.028,0.016
1999,10,-0.032,,0.022,0.028,0.016
1999,11,-0.047,,0.022,0.029,0.016
1999,12,0.009,,0.023,0.029,0.016
2000,1,-0.066,,0.023,0.029,0.016
2000,2,-0.084,,0.023,0.029,0.017
2000,3,0.073,,0.023,0.03,0.017
2000,4,0.039,,0.024,0.03,0.017
2000,5,0.071,,0.024,0.03,0.017
2000,6,0.022,,0.024,0.03,0.018
2000,7,0.068,,0.024,0.031,0.018
2000,8,0.047,,0.024,0.031,0.018
2000,9,0.029,,0.025,0.031,0.018
2000,10,0.004,,0.025,0.031,0.019
2000,11,0.067,,0.025,0.032,0.019
2000,12,0.018,,0.025,0.032,0.019
2001,1,0.09,,0.026,0.032,0.019
2001,2,0.007,,0.026,0.032,0.02
2001,3,0.125,,0.026,0.033,0.02
2001,4,0.063,,0.026,0.033,0.02
2001,5,0.015,,0.027,0.033,0.02
2001,6,-0.017,,0.027,0.033,0.02
2001,7,0.009,,0.027,0.034,0.021
2001,8,-0.009,,0.027,0.034,0.021
2001,9,0.042,,0.028,0.034,0.021
2001,10,-0.035,,0.028,0.034,0.021
2001,11,-0.029,,0.028,0.034,0.022
2001,12,0.022,,0.028,0.035,0.022
2002,1,-0.056,,0.029,0.035,0.022
2002,2,0.05,,0.029,0.035,0.022
2002,3,-0.084,,0.029,0.035,0.023
2002,4,-0.066,,0.029,0.036,0.023
2002,5,-0.064,,0.029,0.036,0.023
2002,6,-0.007,,0.03,0.036,0.023
2002,7,-0.013,,0.03,0.036,0.023
2002,8,-0.001,,0.03,0.037,0.024
2002,9,0.024,,0.03,0.037,0.024
2002,10,0.08,,0.031,0.037,0.024
2002,11,-0.029,,0.031,0.037,0.024
2002,12,0.006,,0.031,0.038,0.025
2003,1,-0.018,,0.031,0.038,0.025
2003,2,-0.099,,0.032,0.038,0.025
2003,3,0.035,,0.032,0.038,0.025
2003,4,0.067,,0.032,0.039,0.026
2003,5,0.046,,0.032,0.039,0.026
2003,6,0.063,,0.033,0.039,0.026
2003,7,0.019,,0.033,0.039,0.026
2003,8,0.011,,0.033,0.04,0.027
2003,9,0.108,,0.033,0.04,0.027
2003,10,-0.004,,0.034,0.04,0.027
2003,11,-0.001,,0.034,0.04,0.027
2003,12,0.029,,0.034,0.041,0.027
2004,1,-0.067,,0.034,0.041,0.028
2004,2,-0.009,,0.035,0.041,0.028
2004,3,0.035,,0.035,0.041,0.028
2004,4,-0.027,,0.035,0.042,0.028
2004,5,-0.028,,0.035,0.042,0.029
2004,6,-0.002,,0.035,0.042,0.029
2004,7,0.025,,0.036,0.042,0.029
2004,8,0.006,,0.036,0.043,0.029
2004,9,0.065,,0.036,0.043,0.03
2004,10,0.126,,0.036,0.043,0.03
2004,11,0.042,,0.037,0.043,0.03
2004,12,0.06,,0.037,0.044,0.03
2005,1,0.125,,0.037,0.044,0.03
2005,2,0.122,,0.037,0.044,0.031
2005,3,0.078,,0.038,0.044,0.031
2005,4,0.141,,0.038,0.045,0.031
2005,5,0.143,,0.038,0.045,0.031
